,sub_id,site_id,site_name,sub_name,cover,name,year,trtmt,plot,gfnarrowwalker,gfnarrowarft,sub_lat,sub_long,sub_ele
213,i36.02,i36,QHI,QHI:HE,3,Senecio atropurpureus,2004,CTL,4,FORB,FORBSV,"69,58","138,86",76
214,i36.02,i36,QHI,QHI:HE,2,XXXotherlichen:QHI ,2004,CTL,4,LICHENU,LICHEN,"69,58","138,86",76
215,i36.02,i36,QHI,QHI:HE,1,Eriophorum angustifolium,2004,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
216,i36.02,i36,QHI,QHI:HE,7,Dryas integrifolia,2004,CTL,4,SEVER,ESHRUB,"69,58","138,86",76
217,i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,2004,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
218,i36.02,i36,QHI,QHI:HE,2,XXXLUZSP:QHI ,2004,CTL,4,RUSH,GRAMINOID,"69,58","138,86",76
219,i36.02,i36,QHI,QHI:HE,1,Pedicularis capitata,2004,CTL,4,FORB,FORBSV,"69,58","138,86",76
220,i36.02,i36,QHI,QHI:HE,3,Cassiope tetragona,2004,CTL,4,SEVER,ESHRUB,"69,58","138,86",76
221,i36.02,i36,QHI,QHI:HE,3,Thamnolia subuliformis,2004,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
222,i36.02,i36,QHI,QHI:HE,1,Dactylina arctica,2004,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
223,i36.02,i36,QHI,QHI:HE,1,Poa arctica,2004,CTL,4,GRASS,GRAMINOID,"69,58","138,86",76
224,i36.02,i36,QHI,QHI:HE,27,Salix pulchra,2004,CTL,5,SDECI,DSHRUB,"69,58","138,86",76
225,i36.02,i36,QHI,QHI:HE,28,XXXothermoss ,2004,CTL,5,MOSSU,MOSS,"69,58","138,86",76
226,i36.02,i36,QHI,QHI:HE,4,XXXpeltigera:QHI ,2004,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
227,i36.02,i36,QHI,QHI:HE,7,Salix reticulata,2004,CTL,5,SHRUBU,SHRUBU,"69,58","138,86",76
228,i36.02,i36,QHI,QHI:HE,60,Eriophorum vaginatum,2004,CTL,5,SEDGE,GRAMINOID,"69,58","138,86",76
229,i36.02,i36,QHI,QHI:HE,37,XXXlitter ,2004,CTL,5,LITTER,LITTER,"69,58","138,86",76
230,i36.02,i36,QHI,QHI:HE,1,XXXLUZSP:QHI ,2004,CTL,5,RUSH,GRAMINOID,"69,58","138,86",76
231,i36.02,i36,QHI,QHI:HE,2,Polygonum bistorta,2004,CTL,5,FORB,FORBSV,"69,58","138,86",76
232,i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,2004,CTL,5,FORB,FORBSV,"69,58","138,86",76
233,i36.02,i36,QHI,QHI:HE,3,Arctagrostis latifolia,2004,CTL,5,GRASS,GRAMINOID,"69,58","138,86",76
234,i36.02,i36,QHI,QHI:HE,2,Stellaria longipes,2004,CTL,5,FORB,FORBSV,"69,58","138,86",76
235,i36.02,i36,QHI,QHI:HE,5,XXXcarex:QHI ,2004,CTL,5,SEDGE,GRAMINOID,"69,58","138,86",76
236,i36.02,i36,QHI,QHI:HE,2,Dryas integrifolia,2004,CTL,5,SEVER,ESHRUB,"69,58","138,86",76
237,i36.02,i36,QHI,QHI:HE,3,Salix phlebophylla,2004,CTL,5,SDECI,DSHRUB,"69,58","138,86",76
238,i36.02,i36,QHI,QHI:HE,2,XXXothergram ,2004,CTL,5,GRAMU,GRAMINOID,"69,58","138,86",76
239,i36.02,i36,QHI,QHI:HE,1,Thamnolia subuliformis,2004,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
240,i36.02,i36,QHI,QHI:HE,47,Eriophorum vaginatum,2004,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
241,i36.02,i36,QHI,QHI:HE,5,Cetraria islandica,2004,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
242,i36.02,i36,QHI,QHI:HE,34,XXXothermoss ,2004,CTL,6,MOSSU,MOSS,"69,58","138,86",76
243,i36.02,i36,QHI,QHI:HE,2,Stellaria longipes,2004,CTL,6,FORB,FORBSV,"69,58","138,86",76
244,i36.02,i36,QHI,QHI:HE,30,Salix pulchra,2004,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
245,i36.02,i36,QHI,QHI:HE,39,XXXlitter ,2004,CTL,6,LITTER,LITTER,"69,58","138,86",76
246,i36.02,i36,QHI,QHI:HE,2,XXXotherherb:QHI ,2004,CTL,6,FORB,FORBSV,"69,58","138,86",76
247,i36.02,i36,QHI,QHI:HE,8,XXXcarex:QHI ,2004,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
248,i36.02,i36,QHI,QHI:HE,3,Arctagrostis latifolia,2004,CTL,6,GRASS,GRAMINOID,"69,58","138,86",76
249,i36.02,i36,QHI,QHI:HE,3,XXXotherlichen:QHI ,2004,CTL,6,LICHENU,LICHEN,"69,58","138,86",76
250,i36.02,i36,QHI,QHI:HE,2,Saussurea angustifolia,2004,CTL,6,FORB,FORBSV,"69,58","138,86",76
251,i36.02,i36,QHI,QHI:HE,1,Senecio atropurpureus,2004,CTL,6,FORB,FORBSV,"69,58","138,86",76
252,i36.02,i36,QHI,QHI:HE,4,XXXpeltigera:QHI ,2004,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
253,i36.02,i36,QHI,QHI:HE,2,Cetraria cucculata,2004,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
254,i36.02,i36,QHI,QHI:HE,1,Salix arctica,2004,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
255,i36.02,i36,QHI,QHI:HE,1,Poa arctica,2004,CTL,6,GRASS,GRAMINOID,"69,58","138,86",76
256,i36.02,i36,QHI,QHI:HE,1,Lupinus arcticus,2004,CTL,6,FORB,FORBSV,"69,58","138,86",76
257,i36.02,i36,QHI,QHI:HE,2,XXXLUZSP:QHI ,2004,CTL,6,RUSH,GRAMINOID,"69,58","138,86",76
258,i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,2004,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
259,i36.02,i36,QHI,QHI:HE,1,Dactylina arctica,2004,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
260,i36.02,i36,QHI,QHI:HE,5,Dryas integrifolia,2004,CTL,6,SEVER,ESHRUB,"69,58","138,86",76
261,i36.02,i36,QHI,QHI:HE,1,Polygonum bistorta,2004,CTL,6,FORB,FORBSV,"69,58","138,86",76
262,i36.02,i36,QHI,QHI:HE,91,Eriophorum vaginatum,2009,CTL,1,SEDGE,GRAMINOID,"69,58","138,86",76
263,i36.02,i36,QHI,QHI:HE,84,XXXlitter ,2009,CTL,1,LITTER,LITTER,"69,58","138,86",76
264,i36.02,i36,QHI,QHI:HE,3,Arctagrostis latifolia,2009,CTL,1,GRASS,GRAMINOID,"69,58","138,86",76
265,i36.02,i36,QHI,QHI:HE,9,Salix phlebophylla,2009,CTL,1,SDECI,DSHRUB,"69,58","138,86",76
266,i36.02,i36,QHI,QHI:HE,1,Dryas integrifolia,2009,CTL,1,SEVER,ESHRUB,"69,58","138,86",76
267,i36.02,i36,QHI,QHI:HE,1,XXXfeces ,2009,CTL,1,DUNG,DUNG,"69,58","138,86",76
268,i36.02,i36,QHI,QHI:HE,4,Polygonum bistorta,2009,CTL,1,FORB,FORBSV,"69,58","138,86",76
269,i36.02,i36,QHI,QHI:HE,14,Salix pulchra,2009,CTL,1,SDECI,DSHRUB,"69,58","138,86",76
270,i36.02,i36,QHI,QHI:HE,22,XXXothermoss ,2009,CTL,1,MOSSU,MOSS,"69,58","138,86",76
271,i36.02,i36,QHI,QHI:HE,1,Pedicularis lanata,2009,CTL,1,FORB,FORBSV,"69,58","138,86",76
272,i36.02,i36,QHI,QHI:HE,4,Cetraria cucculata,2009,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
273,i36.02,i36,QHI,QHI:HE,3,XXXbareground ,2009,CTL,1,SOIL,SOIL,"69,58","138,86",76
274,i36.02,i36,QHI,QHI:HE,3,Pedicularis sudetica,2009,CTL,1,FORB,FORBSV,"69,58","138,86",76
275,i36.02,i36,QHI,QHI:HE,3,XXXpeltigera:QHI ,2009,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
276,i36.02,i36,QHI,QHI:HE,1,Cassiope tetragona,2009,CTL,1,SEVER,ESHRUB,"69,58","138,86",76
277,i36.02,i36,QHI,QHI:HE,6,XXXcrustous:QHI ,2009,CTL,1,LCRUS,LICHEN,"69,58","138,86",76
278,i36.02,i36,QHI,QHI:HE,1,Cetraria islandica,2009,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
279,i36.02,i36,QHI,QHI:HE,3,Salix reticulata,2009,CTL,1,SHRUBU,SHRUBU,"69,58","138,86",76
280,i36.02,i36,QHI,QHI:HE,2,Saussurea angustifolia,2009,CTL,1,FORB,FORBSV,"69,58","138,86",76
281,i36.02,i36,QHI,QHI:HE,1,XXXfungus ,2009,CTL,1,FUNGI,FUNGI,"69,58","138,86",76
282,i36.02,i36,QHI,QHI:HE,7,Thamnolia subuliformis,2009,CTL,1,LFOLI,LICHEN,"69,58","138,86",76
283,i36.02,i36,QHI,QHI:HE,1,XXXliverwort:QHI ,2009,CTL,1,LIVERLE,LIVER,"69,58","138,86",76
284,i36.02,i36,QHI,QHI:HE,4,Thamnolia subuliformis,2009,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
285,i36.02,i36,QHI,QHI:HE,6,XXXcladonia:QHI ,2009,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
286,i36.02,i36,QHI,QHI:HE,74,XXXlitter ,2009,CTL,2,LITTER,LITTER,"69,58","138,86",76
287,i36.02,i36,QHI,QHI:HE,5,XXXpeltigera:QHI ,2009,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
288,i36.02,i36,QHI,QHI:HE,10,Cetraria cucculata,2009,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
289,i36.02,i36,QHI,QHI:HE,2,Pedicularis sudetica,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
290,i36.02,i36,QHI,QHI:HE,3,Polygonum viviparum,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
291,i36.02,i36,QHI,QHI:HE,22,Salix pulchra,2009,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
292,i36.02,i36,QHI,QHI:HE,38,XXXothermoss ,2009,CTL,2,MOSSU,MOSS,"69,58","138,86",76
293,i36.02,i36,QHI,QHI:HE,58,Eriophorum vaginatum,2009,CTL,2,SEDGE,GRAMINOID,"69,58","138,86",76
294,i36.02,i36,QHI,QHI:HE,4,Dryas integrifolia,2009,CTL,2,SEVER,ESHRUB,"69,58","138,86",76
295,i36.02,i36,QHI,QHI:HE,3,Senecio atropurpureus,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
296,i36.02,i36,QHI,QHI:HE,3,Cetraria islandica,2009,CTL,2,LFOLI,LICHEN,"69,58","138,86",76
297,i36.02,i36,QHI,QHI:HE,2,Saussurea angustifolia,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
298,i36.02,i36,QHI,QHI:HE,11,Arctagrostis latifolia,2009,CTL,2,GRASS,GRAMINOID,"69,58","138,86",76
299,i36.02,i36,QHI,QHI:HE,3,Polygonum bistorta,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
300,i36.02,i36,QHI,QHI:HE,7,XXXcrustous:QHI ,2009,CTL,2,LCRUS,LICHEN,"69,58","138,86",76
301,i36.02,i36,QHI,QHI:HE,2,Stellaria longipes,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
302,i36.02,i36,QHI,QHI:HE,3,XXXfeces ,2009,CTL,2,DUNG,DUNG,"69,58","138,86",76
303,i36.02,i36,QHI,QHI:HE,2,XXXLUZSP:QHI ,2009,CTL,2,RUSH,GRAMINOID,"69,58","138,86",76
304,i36.02,i36,QHI,QHI:HE,1,XXXothergram ,2009,CTL,2,GRAMU,GRAMINOID,"69,58","138,86",76
305,i36.02,i36,QHI,QHI:HE,12,XXXbareground ,2009,CTL,2,SOIL,SOIL,"69,58","138,86",76
306,i36.02,i36,QHI,QHI:HE,2,Salix phlebophylla,2009,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
307,i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,2009,CTL,2,FORB,FORBSV,"69,58","138,86",76
308,i36.02,i36,QHI,QHI:HE,13,Salix reticulata,2009,CTL,2,SHRUBU,SHRUBU,"69,58","138,86",76
309,i36.02,i36,QHI,QHI:HE,3,XXXcarex:QHI ,2009,CTL,2,SEDGE,GRAMINOID,"69,58","138,86",76
310,i36.02,i36,QHI,QHI:HE,1,Salix arctica,2009,CTL,2,SDECI,DSHRUB,"69,58","138,86",76
311,i36.02,i36,QHI,QHI:HE,25,XXXcarex:QHI ,2009,CTL,3,SEDGE,GRAMINOID,"69,58","138,86",76
312,i36.02,i36,QHI,QHI:HE,5,Polygonum bistorta,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
313,i36.02,i36,QHI,QHI:HE,24,Pyrola grandiflora,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
314,i36.02,i36,QHI,QHI:HE,36,XXXothermoss ,2009,CTL,3,MOSSU,MOSS,"69,58","138,86",76
315,i36.02,i36,QHI,QHI:HE,84,XXXlitter ,2009,CTL,3,LITTER,LITTER,"69,58","138,86",76
316,i36.02,i36,QHI,QHI:HE,10,Arctagrostis latifolia,2009,CTL,3,GRASS,GRAMINOID,"69,58","138,86",76
317,i36.02,i36,QHI,QHI:HE,3,Cetraria cucculata,2009,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
318,i36.02,i36,QHI,QHI:HE,7,Salix reticulata,2009,CTL,3,SHRUBU,SHRUBU,"69,58","138,86",76
319,i36.02,i36,QHI,QHI:HE,3,XXXpeltigera:QHI ,2009,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
320,i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
321,i36.02,i36,QHI,QHI:HE,3,Stellaria longipes,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
322,i36.02,i36,QHI,QHI:HE,70,Eriophorum vaginatum,2009,CTL,3,SEDGE,GRAMINOID,"69,58","138,86",76
323,i36.02,i36,QHI,QHI:HE,5,Thamnolia subuliformis,2009,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
324,i36.02,i36,QHI,QHI:HE,1,Senecio atropurpureus,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
325,i36.02,i36,QHI,QHI:HE,1,Pedicularis sudetica,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
326,i36.02,i36,QHI,QHI:HE,11,Salix pulchra,2009,CTL,3,SDECI,DSHRUB,"69,58","138,86",76
327,i36.02,i36,QHI,QHI:HE,1,Saussurea angustifolia,2009,CTL,3,FORB,FORBSV,"69,58","138,86",76
328,i36.02,i36,QHI,QHI:HE,7,XXXcrustous:QHI ,2009,CTL,3,LCRUS,LICHEN,"69,58","138,86",76
329,i36.02,i36,QHI,QHI:HE,1,Cetraria islandica,2009,CTL,3,LFOLI,LICHEN,"69,58","138,86",76
330,i36.02,i36,QHI,QHI:HE,50,XXXcarex:QHI ,2009,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
331,i36.02,i36,QHI,QHI:HE,53,Eriophorum vaginatum,2009,CTL,4,SEDGE,GRAMINOID,"69,58","138,86",76
332,i36.02,i36,QHI,QHI:HE,81,XXXlitter ,2009,CTL,4,LITTER,LITTER,"69,58","138,86",76
333,i36.02,i36,QHI,QHI:HE,49,XXXothermoss ,2009,CTL,4,MOSSU,MOSS,"69,58","138,86",76
334,i36.02,i36,QHI,QHI:HE,40,Salix pulchra,2009,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
335,i36.02,i36,QHI,QHI:HE,9,XXXpeltigera:QHI ,2009,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
336,i36.02,i36,QHI,QHI:HE,12,Cetraria cucculata,2009,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
337,i36.02,i36,QHI,QHI:HE,2,Senecio atropurpureus,2009,CTL,4,FORB,FORBSV,"69,58","138,86",76
338,i36.02,i36,QHI,QHI:HE,5,Arctagrostis latifolia,2009,CTL,4,GRASS,GRAMINOID,"69,58","138,86",76
339,i36.02,i36,QHI,QHI:HE,2,Stellaria longipes,2009,CTL,4,FORB,FORBSV,"69,58","138,86",76
340,i36.02,i36,QHI,QHI:HE,1,Pedicularis sudetica,2009,CTL,4,FORB,FORBSV,"69,58","138,86",76
341,i36.02,i36,QHI,QHI:HE,12,Salix reticulata,2009,CTL,4,SHRUBU,SHRUBU,"69,58","138,86",76
342,i36.02,i36,QHI,QHI:HE,1,XXXotherherb:QHI ,2009,CTL,4,FORB,FORBSV,"69,58","138,86",76
343,i36.02,i36,QHI,QHI:HE,12,Dryas integrifolia,2009,CTL,4,SEVER,ESHRUB,"69,58","138,86",76
344,i36.02,i36,QHI,QHI:HE,1,Polygonum bistorta,2009,CTL,4,FORB,FORBSV,"69,58","138,86",76
345,i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,2009,CTL,4,SDECI,DSHRUB,"69,58","138,86",76
346,i36.02,i36,QHI,QHI:HE,1,Thamnolia subuliformis,2009,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
347,i36.02,i36,QHI,QHI:HE,1,XXXcladonia:QHI ,2009,CTL,4,LFOLI,LICHEN,"69,58","138,86",76
348,i36.02,i36,QHI,QHI:HE,4,Senecio atropurpureus,2009,CTL,5,FORB,FORBSV,"69,58","138,86",76
349,i36.02,i36,QHI,QHI:HE,82,Eriophorum vaginatum,2009,CTL,5,SEDGE,GRAMINOID,"69,58","138,86",76
350,i36.02,i36,QHI,QHI:HE,26,Salix pulchra,2009,CTL,5,SDECI,DSHRUB,"69,58","138,86",76
351,i36.02,i36,QHI,QHI:HE,72,XXXlitter ,2009,CTL,5,LITTER,LITTER,"69,58","138,86",76
352,i36.02,i36,QHI,QHI:HE,48,XXXothermoss ,2009,CTL,5,MOSSU,MOSS,"69,58","138,86",76
353,i36.02,i36,QHI,QHI:HE,1,Poa arctica,2009,CTL,5,GRASS,GRAMINOID,"69,58","138,86",76
354,i36.02,i36,QHI,QHI:HE,5,Stellaria longipes,2009,CTL,5,FORB,FORBSV,"69,58","138,86",76
355,i36.02,i36,QHI,QHI:HE,4,XXXotherherb:QHI ,2009,CTL,5,FORB,FORBSV,"69,58","138,86",76
356,i36.02,i36,QHI,QHI:HE,9,Arctagrostis latifolia,2009,CTL,5,GRASS,GRAMINOID,"69,58","138,86",76
357,i36.02,i36,QHI,QHI:HE,16,XXXcarex:QHI ,2009,CTL,5,SEDGE,GRAMINOID,"69,58","138,86",76
358,i36.02,i36,QHI,QHI:HE,10,XXXpeltigera:QHI ,2009,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
359,i36.02,i36,QHI,QHI:HE,2,Dryas integrifolia,2009,CTL,5,SEVER,ESHRUB,"69,58","138,86",76
360,i36.02,i36,QHI,QHI:HE,1,Polygonum bistorta,2009,CTL,5,FORB,FORBSV,"69,58","138,86",76
361,i36.02,i36,QHI,QHI:HE,9,Salix phlebophylla,2009,CTL,5,SDECI,DSHRUB,"69,58","138,86",76
362,i36.02,i36,QHI,QHI:HE,1,XXXcrustous:QHI ,2009,CTL,5,LCRUS,LICHEN,"69,58","138,86",76
363,i36.02,i36,QHI,QHI:HE,3,Cetraria cucculata,2009,CTL,5,LFOLI,LICHEN,"69,58","138,86",76
364,i36.02,i36,QHI,QHI:HE,1,Saussurea angustifolia,2009,CTL,5,FORB,FORBSV,"69,58","138,86",76
365,i36.02,i36,QHI,QHI:HE,2,Pedicularis sudetica,2009,CTL,5,FORB,FORBSV,"69,58","138,86",76
366,i36.02,i36,QHI,QHI:HE,3,Salix reticulata,2009,CTL,5,SHRUBU,SHRUBU,"69,58","138,86",76
367,i36.02,i36,QHI,QHI:HE,14,XXXcarex:QHI ,2009,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
368,i36.02,i36,QHI,QHI:HE,1,Festuca baffinensis,2009,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
369,i36.02,i36,QHI,QHI:HE,60,XXXothermoss ,2009,CTL,6,MOSSU,MOSS,"69,58","138,86",76
370,i36.02,i36,QHI,QHI:HE,9,Arctagrostis latifolia,2009,CTL,6,GRASS,GRAMINOID,"69,58","138,86",76
371,i36.02,i36,QHI,QHI:HE,2,Senecio atropurpureus,2009,CTL,6,FORB,FORBSV,"69,58","138,86",76
372,i36.02,i36,QHI,QHI:HE,8,XXXotherherb:QHI ,2009,CTL,6,FORB,FORBSV,"69,58","138,86",76
373,i36.02,i36,QHI,QHI:HE,70,Eriophorum vaginatum,2009,CTL,6,SEDGE,GRAMINOID,"69,58","138,86",76
374,i36.02,i36,QHI,QHI:HE,69,XXXlitter ,2009,CTL,6,LITTER,LITTER,"69,58","138,86",76
375,i36.02,i36,QHI,QHI:HE,47,Salix pulchra,2009,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
376,i36.02,i36,QHI,QHI:HE,3,Dryas integrifolia,2009,CTL,6,SEVER,ESHRUB,"69,58","138,86",76
377,i36.02,i36,QHI,QHI:HE,4,Poa arctica,2009,CTL,6,GRASS,GRAMINOID,"69,58","138,86",76
378,i36.02,i36,QHI,QHI:HE,11,XXXpeltigera:QHI ,2009,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
379,i36.02,i36,QHI,QHI:HE,1,Cladina mitis,2009,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
380,i36.02,i36,QHI,QHI:HE,3,Pedicularis sudetica,2009,CTL,6,FORB,FORBSV,"69,58","138,86",76
381,i36.02,i36,QHI,QHI:HE,2,Thamnolia subuliformis,2009,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
382,i36.02,i36,QHI,QHI:HE,4,Polygonum bistorta,2009,CTL,6,FORB,FORBSV,"69,58","138,86",76
383,i36.02,i36,QHI,QHI:HE,1,Cetraria cucculata,2009,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
384,i36.02,i36,QHI,QHI:HE,1,Salix reticulata,2009,CTL,6,SHRUBU,SHRUBU,"69,58","138,86",76
385,i36.02,i36,QHI,QHI:HE,1,Salix phlebophylla,2009,CTL,6,SDECI,DSHRUB,"69,58","138,86",76
386,i36.02,i36,QHI,QHI:HE,1,Cetraria islandica,2009,CTL,6,LFOLI,LICHEN,"69,58","138,86",76
387,i36.01,i36,QHI,QHI:KO,2,Cetraria cucculata,1999,CTL,1,LFOLI,LICHEN,"69,58","138,87",73
388,i36.01,i36,QHI,QHI:KO,33,Dryas integrifolia,1999,CTL,1,SEVER,ESHRUB,"69,58","138,87",73
389,i36.01,i36,QHI,QHI:KO,3,Senecio atropurpureus,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
390,i36.01,i36,QHI,QHI:KO,55,XXXlitter ,1999,CTL,1,LITTER,LITTER,"69,58","138,87",73
391,i36.01,i36,QHI,QHI:KO,20,XXXbareground ,1999,CTL,1,SOIL,SOIL,"69,58","138,87",73
392,i36.01,i36,QHI,QHI:KO,5,Stellaria longipes,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
393,i36.01,i36,QHI,QHI:KO,23,Salix arctica,1999,CTL,1,SDECI,DSHRUB,"69,58","138,87",73
394,i36.01,i36,QHI,QHI:KO,6,Poa arctica,1999,CTL,1,GRASS,GRAMINOID,"69,58","138,87",73
395,i36.01,i36,QHI,QHI:KO,3,Oxytropis maydelliana,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
396,i36.01,i36,QHI,QHI:KO,12,XXXothermoss ,1999,CTL,1,MOSSU,MOSS,"69,58","138,87",73
397,i36.01,i36,QHI,QHI:KO,2,Salix reticulata,1999,CTL,1,SHRUBU,SHRUBU,"69,58","138,87",73
398,i36.01,i36,QHI,QHI:KO,2,Pedicularis lanata,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
399,i36.01,i36,QHI,QHI:KO,2,Oxytropis campestris,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
400,i36.01,i36,QHI,QHI:KO,4,XXXothergram ,1999,CTL,1,GRAMU,GRAMINOID,"69,58","138,87",73
401,i36.01,i36,QHI,QHI:KO,4,XXXLUZSP:QHI ,1999,CTL,1,RUSH,GRAMINOID,"69,58","138,87",73
402,i36.01,i36,QHI,QHI:KO,11,Lupinus arcticus,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
403,i36.01,i36,QHI,QHI:KO,1,XXXpeltigera:QHI ,1999,CTL,1,LFOLI,LICHEN,"69,58","138,87",73
404,i36.01,i36,QHI,QHI:KO,3,XXXotherlichen:QHI ,1999,CTL,1,LICHENU,LICHEN,"69,58","138,87",73
405,i36.01,i36,QHI,QHI:KO,1,XXXotherherb:QHI ,1999,CTL,1,FORB,FORBSV,"69,58","138,87",73
406,i36.01,i36,QHI,QHI:KO,1,Thamnolia subuliformis,1999,CTL,1,LFOLI,LICHEN,"69,58","138,87",73
407,i36.01,i36,QHI,QHI:KO,24,Salix arctica,1999,CTL,2,SDECI,DSHRUB,"69,58","138,87",73
408,i36.01,i36,QHI,QHI:KO,8,XXXothermoss ,1999,CTL,2,MOSSU,MOSS,"69,58","138,87",73
409,i36.01,i36,QHI,QHI:KO,9,XXXotherlichen:QHI ,1999,CTL,2,LICHENU,LICHEN,"69,58","138,87",73
410,i36.01,i36,QHI,QHI:KO,2,Cetraria cucculata,1999,CTL,2,LFOLI,LICHEN,"69,58","138,87",73
411,i36.01,i36,QHI,QHI:KO,59,Dryas integrifolia,1999,CTL,2,SEVER,ESHRUB,"69,58","138,87",73
412,i36.01,i36,QHI,QHI:KO,69,XXXlitter ,1999,CTL,2,LITTER,LITTER,"69,58","138,87",73
413,i36.01,i36,QHI,QHI:KO,8,XXXbareground ,1999,CTL,2,SOIL,SOIL,"69,58","138,87",73
414,i36.01,i36,QHI,QHI:KO,1,Oxytropis campestris,1999,CTL,2,FORB,FORBSV,"69,58","138,87",73
415,i36.01,i36,QHI,QHI:KO,2,Thamnolia subuliformis,1999,CTL,2,LFOLI,LICHEN,"69,58","138,87",73
416,i36.01,i36,QHI,QHI:KO,2,Oxytropis nigrescens,1999,CTL,2,FORB,FORBSV,"69,58","138,87",73
417,i36.01,i36,QHI,QHI:KO,3,Oxytropis maydelliana,1999,CTL,2,FORB,FORBSV,"69,58","138,87",73
418,i36.01,i36,QHI,QHI:KO,3,Astragalus umbellatus,1999,CTL,2,FORB,FORBSV,"69,58","138,87",73
419,i36.01,i36,QHI,QHI:KO,1,Stellaria longipes,1999,CTL,2,FORB,FORBSV,"69,58","138,87",73
420,i36.01,i36,QHI,QHI:KO,9,Poa arctica,1999,CTL,2,GRASS,GRAMINOID,"69,58","138,87",73
421,i36.01,i36,QHI,QHI:KO,2,Senecio atropurpureus,1999,CTL,2,FORB,FORBSV,"69,58","138,87",73
422,i36.01,i36,QHI,QHI:KO,1,Salix reticulata,1999,CTL,2,SHRUBU,SHRUBU,"69,58","138,87",73
423,i36.01,i36,QHI,QHI:KO,1,XXXpeltigera:QHI ,1999,CTL,2,LFOLI,LICHEN,"69,58","138,87",73
424,i36.01,i36,QHI,QHI:KO,2,XXXLUZSP:QHI ,1999,CTL,3,RUSH,GRAMINOID,"69,58","138,87",73
425,i36.01,i36,QHI,QHI:KO,50,Dryas integrifolia,1999,CTL,3,SEVER,ESHRUB,"69,58","138,87",73
426,i36.01,i36,QHI,QHI:KO,69,XXXlitter ,1999,CTL,3,LITTER,LITTER,"69,58","138,87",73
